TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
2018,25.668,0.948059,24.32,1.121,0.952799,26.924,2.277,0.943653,25.628,24.243,1.008,26.922,2.104,25.665,0.948059,24.315,1.116,0.952799,26.924,2.268,0.943653,155.736,0.947888,153.002,155.893,0.947888,-9999,-9999,417.108,417.108,0.0,483.056,0.947089,482.332,483.337,0.947089,3.994,0.948059,3.804,3.96,0.948059,98.82,98.812,0.939498,2681.298,2681.298,0.0,1.081,1.182,0.634532,0.18657953040955214,0.5935502283105024,112.16322731824003,0.9359018264840183,320.4551092777449,0.9359018264840183,438.881,0.861416,25.179,1.0,-9999,-9999,81.1717,-9999,-9999,0.336327,14.1808,-9999,-9999,0.0820741,-9999,-9999,20.2,21.7562,-535.616,0.789669,25.3788,65.9262,-543.637,0.788642,24.8295,65.7167,-568.817,0.77859,8.51852,-672.582,-644.287,-613.515,-553.649,-532.374,-522.596,-489.131,0.794463,0.732934,0.793493,0.747945,0.756507,0.783447,0.786815,7.43941,3.51019,0.782589,0.0994076,0.411288,-9.63344,11.586,0.799114,0.0904432,0.216696,7.45244,3.34777,0.782117,0.0968875,0.410686,-9.68433,11.5893,0.797575,0.0888198,0.216023,6.76261,7.05719,7.08057,7.44905,7.61019,7.85538,8.0462,0.789467,0.787934,0.787576,0.782117,0.776171,0.779735,0.760884,-10.2345,-10.0576,-9.86505,-9.68947,-9.67519,-9.66374,-9.63467,0.732335,0.754241,0.780707,0.801319,0.796155,0.800338,0.799333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2931.41,2859.5,3095.56,28.1347,2854.55,2904.3,2961.32,3067.48,3179.52,3238.12,3368.49,3378.8,3412.66,3462.21,18.5582,3306.78,3342.19,3366.3,3415.04,3560.11,3622.42,3652.19,-9999,-9999
2019,25.706,0.998973,24.335,1.145,1.0,26.983,2.371,0.997986,25.746,24.394,0.98,27.009,2.119,25.706,0.998973,24.335,1.145,1.0,26.983,2.37,0.997986,166.212,0.996804,152.239,166.018,0.996804,-9999,-9999,419.062,419.062,0.0,482.535,0.996804,483.628,482.529,0.996804,3.505,0.998973,3.669,3.504,0.998973,98.84,98.848,0.988185,2987.419,2987.419,0.0,1.063,1.233,0.875,0.18861694424437314,0.8649543378995433,110.56222735498774,0.9981735159817353,340.25405861872144,0.9981735159817353,429.581,0.9996,25.258,1.0,-9999,-9999,78.1035,-9999,-9999,0.305526,14.7019,-9999,-9999,0.0841837,-9999,-9999,23.137,24.8411,-505.543,0.974943,22.3941,94.0972,-484.915,0.974486,21.8222,93.9628,-481.231,0.967427,12.8752,-609.308,-565.895,-554.944,-484.16,-410.669,-383.108,-357.987,0.977511,0.975856,0.975685,0.974486,0.966495,0.892466,0.947146,6.94646,3.85844,0.997136,0.0904103,0.61563,-9.04195,11.2316,0.954361,0.0771297,0.138895,7.02807,3.62814,0.997012,0.0875424,0.615215,-9.01128,11.2633,0.953575,0.0757214,0.138118,6.45535,6.66264,6.70584,7.03129,7.62817,7.88055,8.10888,0.998829,0.997226,0.996997,0.996898,0.992778,0.984126,0.988793,-9.49137,-9.25537,-9.1795,-9.09398,-9.04235,-9.02435,-9.00951,0.905705,0.927619,0.93189,0.958479,0.955237,0.953904,0.953575,2782.1,-9999,3112.43,24.9768,2782.1,2782.1,3013.04,3128.49,3171.61,3266.7,3338.98,3251.91,-9999,3498.45,20.6678,3251.91,3251.91,3413.42,3498.25,3532.9,3624.68,3722.09,2939.54,3061.27,2999.45,33.3578,2741.14,2862.44,2892.97,2950.59,3060.04,3128.53,3218.15,3368.89,3344.8,3326.45,17.8234,3189.38,3255.03,3271.45,3303.08,3356.91,3378.79,3429.99,-9999,-9999
