TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20180512,25.754,1.0,24.985,0.532,1.0,26.461,1.478,1.0,25.457,24.972,0.374,25.903,0.861,25.754,1.0,24.985,0.532,1.0,26.461,1.478,1.0,393.392,92.431,1.0,102.485,92.431,1.0,-9999,-9999,417.373,417.373,0.0,495.096,1.0,482.508,495.096,1.0,1.602,1.0,1.638,1.602,1.0,98.914,98.891,0.979167,21.661,21.661,0.0,0.818,0.834,0.75,0.18116930555555555,0.75,63.5955875,1.0,225.24149999999997,1.0,448.671,1.0,25.269,1.0,-9999,-9999,45.2614,-9999,-9999,-9999,-9999,6.71435,-9999,6.68796,-9999,-9999,-9999,-9999,1.12812,-9999,-9999,-9999,23,25,23,25,-0.759035,1.0,1.28033,1.31634,-0.82089,1.0,1.25593,1.29262,-0.700309,0.99375,0.0604718,-1.32873,-0.935993,-0.87597,-0.836827,-0.419082,-0.324431,0.009128,1.0,1.0,1.0,1.0,1.0,1.0,0.979167,4.21034,9.75112,1.0,1.81539,1.91791,-5.27788,11.3754,1.0,1.6799,1.72141,4.11174,9.73814,1.0,1.79706,1.90057,-5.30161,11.3496,1.0,1.63287,1.67554,3.63437,4.12453,4.16541,4.20068,4.42314,5.36183,6.57078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.33364,-6.02931,-5.63151,-5.45073,-5.39564,-5.27788,-4.589,0.96,0.96,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.3271,8.05897,7.0921,0.355394,2.61155,4.86925,5.55228,7.02492,8.54593,9.65095,10.0846,6.86327,7.59468,7.03721,0.238662,3.87311,5.51978,6.70641,7.08622,7.79042,8.42888,9.0554,-9999,-9999
20180513,25.179,1.0,24.359,0.238,1.0,25.934,1.225,1.0,25.462,24.469,0.654,26.375,1.295,25.179,1.0,24.359,0.238,1.0,25.934,1.225,1.0,392.441,116.756,1.0,125.297,116.756,1.0,-9999,-9999,416.749,416.749,0.0,489.076,1.0,482.093,489.076,1.0,1.255,1.0,2.473,1.255,1.0,98.871,98.858,1.0,9.138,9.138,0.0,0.868,1.42,0.854167,0.23125117073170734,0.8541666666666666,93.51257708333334,1.0,289.42308333333335,1.0,446.932,1.0,25.238,1.0,-9999,-9999,76.8415,-9999,-9999,-9999,-9999,7.21912,-9999,11.6464,-9999,-9999,-9999,-9999,1.19578,-9999,-9999,-9999,23,25,23,25,-2.07853,1.0,1.1974,1.22642,-2.09691,1.0,1.18356,1.21291,-2.04764,1.0,0.0496949,-2.84391,-2.20497,-2.18427,-2.09691,-1.92465,-1.67461,-1.5327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.69317,2.03953,1.0,1.69499,1.76664,-9.08341,10.332,1.0,1.57368,1.62338,5.66165,2.03885,1.0,1.66698,1.73979,-9.08842,10.3244,1.0,1.56313,1.61315,5.07796,5.47914,5.51631,5.66724,6.28038,6.47521,7.1691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.99285,-9.85412,-9.45127,-9.11647,-9.08341,-9.05689,-8.3053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.36485,7.05447,6.36844,0.373096,1.69626,3.94895,5.00219,6.27607,7.4678,9.44391,9.89433,7.14034,7.91585,7.53237,0.247959,4.70827,5.82009,6.95572,7.38367,8.17494,9.39181,10.1242,-9999,-9999
20180514,26.203,1.0,24.758,1.018,1.0,27.532,2.646,1.0,26.064,24.438,0.954,27.559,2.331,26.203,1.0,24.758,1.018,1.0,27.532,2.646,1.0,391.501,164.304,0.979167,171.011,168.716,0.979167,-9999,-9999,417.432,417.432,0.0,491.84,0.979167,482.547,491.571,0.979167,4.054,1.0,4.391,4.054,1.0,98.768,98.759,1.0,5.611,5.611,0.0,0.769,0.922,1.0,0.17205502083333335,1.0,135.74885208333333,1.0,388.83033333333333,1.0,439.619,1.0,25.327,1.0,-9999,-9999,89.5126,-9999,-9999,-9999,-9999,6.17184,-9999,25.0575,-9999,-9999,-9999,-9999,1.40338,-9999,-9999,-9999,23,25,23,25,-3.50742,0.979167,1.39311,1.4353,-3.39127,0.979167,1.39152,1.43375,-3.29668,0.974479,0.0718714,-4.18021,-3.59757,-3.59161,-3.39127,-3.18756,-2.90672,-2.56832,0.958333,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,5.98482,8.90941,1.0,1.9406,2.01013,-11.9955,12.1268,0.96,1.8591,1.87132,6.23187,8.66123,1.0,1.94392,2.01334,-12.0079,12.1078,0.96,1.85205,1.86431,4.89023,5.83434,5.84252,5.98482,6.56981,6.88256,7.36704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.2333,-12.0685,-12.0477,-12.0009,-11.6903,-11.6415,-11.4995,0.92,0.96,0.92,0.96,0.96,0.96,0.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.97116,7.56405,6.9198,0.370274,2.38779,4.3428,5.60414,6.79245,7.9861,9.85093,10.2379,8.14152,8.8665,8.24139,0.270055,4.74835,6.27423,7.67353,8.37692,9.1649,9.9121,10.4316,-9999,-9999
20180515,26.79,1.0,24.692,0.572,1.0,28.721,2.589,1.0,26.275,24.383,0.949,28.016,2.177,26.79,1.0,24.692,0.572,1.0,28.721,2.589,1.0,390.574,161.067,0.916667,139.847,150.775,0.916667,-9999,-9999,420.577,420.577,0.0,493.602,0.916667,484.633,491.614,0.916667,5.045,1.0,4.611,5.045,1.0,98.769,98.747,1.0,5.808,5.808,0.0,1.108,1.234,0.979167,0.19672321276595742,0.9791666666666666,130.75084375,1.0,446.1705625,1.0,445.143,1.0,25.478,1.0,-9999,-9999,87.0418,-9999,-9999,-9999,-9999,6.47774,-9999,22.3228,-9999,-9999,-9999,-9999,1.41833,-9999,-9999,-9999,23,25,23,25,-2.60474,0.916667,1.23811,1.40477,-2.64604,0.916667,1.21458,1.38408,-2.4412,0.906771,0.106869,-3.46272,-3.02835,-2.76433,-2.60474,-2.49451,-1.70102,-1.03937,0.895833,0.916667,0.916667,0.916667,0.916667,0.916667,0.916667,5.29609,2.81504,1.0,1.76539,1.94186,-9.6917,10.4622,0.84,1.61545,2.05196,5.29431,2.81715,1.0,1.71217,1.89361,-9.76647,10.4083,0.84,1.60274,2.04197,4.28252,4.95308,5.10055,5.29431,6.0103,6.57078,7.32593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.933,-11.1934,-9.76647,-9.6857,-9.54298,-8.6629,-7.72395,0.72,0.8,0.84,0.84,0.84,0.84,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.52723,7.95595,7.37479,0.359056,3.07278,4.66792,6.12873,7.318,8.38046,10.0127,10.5089,7.66069,8.23947,7.44114,0.258801,3.78114,5.3551,6.81547,7.85185,8.54245,8.57835,8.88944,-9999,-9999
20180516,25.115,1.0,24.121,0.594,1.0,26.03,1.385,1.0,25.184,24.426,0.628,25.882,1.6,25.115,1.0,24.121,0.594,1.0,26.03,1.385,1.0,389.659,131.033,1.0,115.747,131.033,1.0,-9999,-9999,422.912,422.912,0.0,485.725,1.0,486.182,485.725,1.0,1.916,1.0,2.189,1.916,1.0,98.872,98.864,1.0,11.933,11.933,0.0,0.911,1.324,0.791667,0.20320581578947372,0.7916666666666666,86.79959583333334,1.0,289.19554166666666,1.0,441.82,1.0,25.231,1.0,-9999,-9999,66.2959,-9999,-9999,-9999,-9999,6.35339,-9999,12.0823,-9999,-9999,-9999,-9999,1.20928,-9999,-9999,-9999,23,25,23,25,-3.03252,1.0,1.2304,1.49758,-2.99337,1.0,1.21697,1.48657,-2.92385,1.0,0.124693,-3.87565,-3.8488,-3.78465,-3.00799,-2.39977,-2.14133,-1.56513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.08629,3.93767,1.0,1.75351,2.38717,-10.2902,8.84308,1.0,1.60621,1.63163,5.15254,3.96285,1.0,1.72089,2.36332,-10.2787,8.86592,1.0,1.60104,1.62653,3.41684,3.46822,3.51321,5.15254,6.57078,6.70786,7.68415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.7559,-10.5684,-10.3142,-10.2872,-10.2219,-9.9947,-9.47282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.72948,7.6584,7.25501,0.310286,3.55603,4.93561,6.07376,7.32411,8.05577,9.41553,9.87532,8.64047,8.99092,8.72005,0.224832,5.99681,7.15781,8.29243,8.72789,9.25567,10.2679,10.9296,-9999,-9999
20180517,24.788,1.0,24.055,0.823,1.0,25.463,2.11,1.0,25.019,24.032,0.568,25.928,1.784,24.788,1.0,24.055,0.823,1.0,25.463,2.11,1.0,388.757,102.733,1.0,130.945,102.733,1.0,-9999,-9999,421.518,421.518,0.0,480.911,1.0,485.257,480.911,1.0,1.85,1.0,2.374,1.85,1.0,98.867,98.856,1.0,4.604,4.604,0.0,0.531,0.739,0.541667,0.18878561538461536,0.5416666666666666,70.47535875,1.0,231.62277083333333,1.0,444.627,1.0,25.059,1.0,-9999,-9999,38.6734,-9999,-9999,-9999,-9999,5.30184,-9999,6.52186,-9999,-9999,-9999,-9999,1.18235,-9999,-9999,-9999,23,25,23,25,1.61069,1.0,1.32167,1.47675,1.22432,1.0,1.30421,1.46114,1.23335,1.0,0.100306,-0.236119,0.307534,1.14431,1.33963,1.48104,1.62507,2.05764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.25311,4.94658,1.0,1.84265,2.02656,-4.61275,10.5364,1.0,1.76237,1.8449,7.41172,2.27983,1.0,1.82258,2.00833,-4.55355,10.6001,1.0,1.7353,1.81906,5.65296,6.57207,7.41172,7.89267,7.99622,8.25915,8.56856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.9119,-5.49595,-4.83968,-4.76062,-4.53505,-4.40469,-4.07602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.13053,7.76668,7.47477,0.290179,4.14052,5.30532,6.14241,7.65748,8.30858,9.48621,9.81984,6.96687,7.10173,6.92445,0.163791,4.86331,5.83151,6.66888,6.99455,7.30103,7.97556,8.43418,-9999,-9999
20180518,26.303,1.0,24.483,1.569,1.0,27.976,2.11,1.0,26.182,24.755,1.492,27.495,2.083,26.303,1.0,24.483,1.569,1.0,27.976,2.11,1.0,387.869,120.631,0.916667,151.77,129.216,0.916667,-9999,-9999,413.974,413.974,0.0,492.761,0.916667,480.253,490.671,0.916667,4.316,1.0,4.621,4.316,1.0,98.756,98.737,1.0,1.41,1.41,0.0,0.724,1.004,0.854167,0.1420268292682927,0.8541666666666666,124.65883541666666,1.0,370.32922916666666,1.0,435.316,1.0,25.272,1.0,-9999,-9999,66.1515,-9999,-9999,-9999,-9999,5.76791,-9999,10.0336,-9999,-9999,-9999,-9999,1.2131,-9999,-9999,-9999,23,25,23,25,-2.62157,0.875,1.31785,1.38999,-2.56769,0.875,1.24728,1.32328,-2.41436,0.876563,0.106963,-3.80976,-2.7636,-2.62157,-2.43495,-2.31119,-1.87966,-1.42925,0.770833,0.8125,0.875,0.9375,0.9375,0.9375,0.875,6.23026,3.09589,1.0,1.90425,2.08472,-10.5823,8.09081,0.76,1.69589,1.72965,6.31863,3.1575,1.0,1.8266,2.01405,-10.5639,8.12108,0.76,1.58165,1.61779,5.10681,5.81727,6.08313,6.23866,6.68648,7.51422,8.34332,0.913043,1.0,1.0,1.0,1.0,1.0,1.0,-11.7471,-10.7967,-10.5595,-10.3203,-10.2225,-10.1166,-9.891,0.64,0.64,0.76,0.76,0.84,0.88,0.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.86092,8.45989,8.1801,0.292052,4.95749,5.90505,7.11522,8.42038,8.90292,10.1253,10.2739,9.02779,9.07389,8.79743,0.204006,6.01266,7.2678,8.55039,9.02779,9.35565,9.90428,10.2974,-9999,-9999
20180519,26.249,1.0,24.682,1.392,1.0,27.691,2.284,1.0,26.082,24.891,0.941,27.178,1.725,26.249,1.0,24.682,1.392,1.0,27.691,2.284,1.0,386.997,151.783,1.0,137.066,151.783,1.0,-9999,-9999,415.576,415.576,0.0,490.23,1.0,481.316,490.23,1.0,3.955,1.0,3.849,3.955,1.0,98.84,98.828,1.0,14.18,14.18,0.0,1.071,1.109,0.625,0.16533530000000005,0.625,113.73897499999998,1.0,343.19629166666664,1.0,453.949,1.0,25.229,1.0,-9999,-9999,78.2026,-9999,-9999,-9999,-9999,7.0179,-9999,9.70335,-9999,-9999,-9999,-9999,1.26505,-9999,-9999,-9999,23,25,23,25,-3.58979,0.958333,1.32921,1.85619,-3.50527,0.958333,1.2862,1.82564,-3.34376,0.935938,0.179605,-5.22172,-4.77159,-3.67316,-3.35497,-3.20697,-2.18035,-1.44525,0.895833,0.895833,0.958333,0.958333,0.958333,0.895833,0.916667,4.42414,10.4945,1.0,2.09161,2.98598,-10.712,8.47755,0.92,1.53147,1.60872,4.90816,10.3793,1.0,1.95623,2.89276,-11.001,8.40093,0.92,1.55696,1.63301,1.82863,1.97354,4.13545,4.50918,5.16832,6.23558,7.9707,0.956522,0.956522,1.0,1.0,1.0,0.956522,1.0,-11.3436,-11.001,-10.8106,-10.5417,-10.1365,-10.0159,-9.77082,0.84,0.92,0.88,0.92,0.84,0.92,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.32107,8.65852,8.47364,0.276908,5.36955,6.09989,7.30783,8.72219,9.33126,10.2099,10.2851,8.76832,8.72315,8.45335,0.184746,5.85354,6.97038,8.20909,8.69744,9.02809,9.29116,9.61555,-9999,-9999
20180520,24.613,1.0,23.614,0.396,1.0,25.531,1.698,1.0,24.597,23.951,0.291,25.192,0.764,24.613,1.0,23.614,0.396,1.0,25.531,1.698,1.0,386.14,114.25,1.0,93.944,114.25,1.0,-9999,-9999,416.043,416.043,0.0,483.031,1.0,481.625,483.031,1.0,1.374,1.0,2.092,1.374,1.0,98.924,98.892,1.0,13.908,13.908,0.0,0.856,1.014,0.354167,-9999,-9999,70.63541875,1.0,241.65543749999998,1.0,445.804,1.0,25.018,1.0,-9999,-9999,47.105,-9999,-9999,-9999,-9999,8.77276,-9999,4.35899,-9999,-9999,-9999,-9999,1.26403,-9999,-9999,-9999,23,25,23,25,-0.139271,1.0,1.33863,1.80744,-0.039234,1.0,1.3134,1.78884,-0.228867,0.972396,0.206164,-3.02631,-1.73186,-0.509454,-0.252726,0.241644,0.697059,1.56845,1.0,0.791667,1.0,1.0,1.0,1.0,1.0,7.59007,6.10413,1.0,1.94184,2.62952,-7.24055,11.7425,1.0,1.7154,1.82804,7.76715,6.06544,1.0,1.88687,2.58919,-7.21837,11.77,1.0,1.70052,1.81408,4.4835,5.35497,6.97248,7.17094,8.24547,8.90101,10.3943,0.565217,0.565217,1.0,1.0,1.0,1.0,1.0,-9.8899,-7.93821,-7.35906,-7.24055,-6.89056,-6.67471,-6.42114,0.92,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.45665,8.31811,8.31506,0.258324,5.15934,5.95269,6.96469,8.7799,9.45665,9.82947,10.2505,8.88568,8.58823,8.49301,0.161186,6.27147,7.51477,8.05476,8.71183,9.10166,9.28538,9.63019,-9999,-9999
20180521,22.916,1.0,22.695,0.377,1.0,23.12,1.241,1.0,23.534,23.191,0.464,23.849,1.219,22.916,1.0,22.695,0.377,1.0,23.12,1.241,1.0,385.3,112.372,1.0,46.231,112.372,1.0,-9999,-9999,424.425,424.425,0.0,465.775,1.0,487.185,465.775,1.0,1.011,1.0,1.581,1.011,1.0,98.961,98.964,1.0,12.921,12.921,0.0,1.364,1.394,0.520833,0.27293996,0.5208333333333334,71.30304270833334,1.0,231.56964583333334,1.0,443.556,1.0,24.376,1.0,-9999,-9999,59.385,-9999,-9999,-9999,-9999,5.17945,-9999,10.3546,-9999,-9999,-9999,-9999,1.30484,-9999,-9999,-9999,23,25,23,25,-0.932494,1.0,1.27956,1.50836,-0.873805,1.0,1.25827,1.49034,-0.896837,0.902083,0.15479,-2.31839,-1.50356,-1.24792,-1.0708,-0.699451,0.093789,0.416747,0.9375,0.354167,1.0,1.0,1.0,0.9375,0.9375,7.30443,2.69099,1.0,1.90038,2.26032,-8.44538,11.5413,1.0,1.59626,1.62479,7.34177,2.67767,1.0,1.84111,2.21072,-8.37114,11.6439,1.0,1.59711,1.62563,5.0478,6.34817,6.90434,7.06387,7.60698,8.79569,9.36934,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-8.93347,-8.6488,-8.6263,-8.46082,-8.25543,-8.04251,-7.84872,0.88,0.68,1.0,1.0,1.0,0.88,0.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.54591,7.94703,8.13399,0.25958,4.78816,6.0011,7.04851,8.51632,9.47291,9.6039,10.261,8.82847,8.40858,8.35558,0.14606,6.31395,7.50315,7.89637,8.57166,8.95843,9.08695,9.27018,-9999,-9999
20180522,24.748,1.0,23.855,1.364,1.0,25.57,2.258,1.0,24.627,23.538,0.928,25.63,2.161,24.748,1.0,23.855,1.364,1.0,25.57,2.258,1.0,384.476,130.628,1.0,121.758,130.628,1.0,-9999,-9999,413.692,413.692,0.0,476.025,1.0,480.066,476.025,1.0,2.947,1.0,2.908,2.947,1.0,98.952,98.953,1.0,3.175,3.175,0.0,0.922,0.746,1.0,0.12233866666666667,1.0,76.25338541666666,1.0,265.3787916666667,1.0,447.105,1.0,24.551,1.0,-9999,-9999,58.7206,-9999,-9999,-9999,-9999,7.39117,-9999,7.34787,-9999,-9999,-9999,-9999,1.30687,-9999,-9999,-9999,23,25,23,25,-1.18494,1.0,1.26498,2.53877,-0.957848,1.0,1.24724,2.52997,-1.60669,0.959896,0.308589,-6.30163,-4.83386,-1.40044,-0.838105,-0.606824,-0.431514,0.0235763,0.6875,0.6875,1.0,1.0,1.0,1.0,1.0,5.77927,5.57952,1.0,1.94068,3.98113,-7.5093,9.62102,1.0,1.51329,1.7218,6.21093,5.36393,1.0,1.89126,3.95727,-7.48627,9.65674,1.0,1.51583,1.72404,-1.94553,0.0531842,5.4901,6.41504,6.98472,7.00534,7.75748,0.521739,0.521739,1.0,1.0,1.0,1.0,1.0,-9.56845,-8.99255,-7.642,-7.55988,-7.4525,-7.3499,-7.09326,0.76,0.84,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.3944,8.77671,8.95271,0.254835,5.32877,7.14353,8.07256,9.33278,10.1529,10.3493,10.8489,9.66648,9.10867,9.08037,0.145723,7.01904,8.29645,8.59115,9.33537,9.67257,9.82624,9.85039,-9999,-9999
20180523,25.164,1.0,24.591,0.715,1.0,25.691,1.276,1.0,25.294,24.09,0.937,26.402,1.706,25.164,1.0,24.591,0.715,1.0,25.691,1.276,1.0,383.67,135.15,1.0,159.321,135.15,1.0,-9999,-9999,419.585,419.585,0.0,483.75,1.0,483.975,483.75,1.0,1.948,1.0,3.744,1.948,1.0,99.041,99.035,1.0,3.918,3.918,0.0,1.697,1.544,0.9375,0.2319746222222222,0.9375,74.8829625,1.0,280.50083333333333,1.0,445.719,1.0,25.001,1.0,-9999,-9999,71.1319,-9999,-9999,-9999,-9999,7.95721,-9999,6.61536,-9999,-9999,-9999,-9999,1.49581,-9999,-9999,-9999,23,25,23,25,-2.32354,1.0,1.27019,2.58815,-2.09635,1.0,1.1995,2.5542,-3.34447,0.992708,0.306988,-7.40588,-6.37622,-3.09747,-2.99471,-2.09635,-1.86617,-1.4934,0.979167,1.0,1.0,1.0,1.0,1.0,1.0,6.69908,5.34894,1.0,1.97668,4.53532,-10.4622,12.3332,1.0,1.48861,1.53955,7.1685,4.69709,1.0,1.80597,4.46356,-10.4737,12.3193,1.0,1.47134,1.52285,-2.45974,-0.374462,5.14376,5.34425,7.1685,7.78933,8.28739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.4528,-11.2103,-10.6573,-10.4595,-10.4495,-10.4248,-10.3908,1.0,0.96,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.9452,9.12171,9.36592,0.25744,5.4958,7.53375,8.49047,9.70419,10.6841,10.9074,11.2107,11.1902,10.4036,10.4182,0.157169,8.1985,9.61593,9.84919,10.6955,11.0914,11.1902,11.3263,-9999,-9999
