TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20190130,25.837,1.0,24.815,1.351,1.0,26.777,1.982,1.0,25.885,24.75,0.964,26.93,1.97,25.837,1.0,24.815,1.351,1.0,26.777,1.982,1.0,443.549,103.277,1.0,135.838,103.277,1.0,-9999,-9999,424.215,424.215,0.0,494.366,1.0,487.046,494.366,1.0,2.17,1.0,2.558,2.17,1.0,98.712,98.696,1.0,12.196,12.196,0.0,0.907,1.007,0.583333,0.1713614285714286,0.5833333333333334,71.50438958333334,1.0,207.8285,1.0,423.126,1.0,25.294,1.0,-9999,-9999,47.9062,-9999,-9999,-9999,-9999,9.38148,-9999,10.8019,-9999,-9999,-9999,-9999,1.196,-9999,-9999,-9999,23,25,23,25,-2.51808,1.0,0.964011,1.12878,-2.38294,1.0,0.944341,1.11202,-1.85569,0.995833,0.0919025,-2.54873,-2.41205,-2.36327,-2.0566,-1.49708,-1.23763,-0.98984,0.895833,1.0,1.0,1.0,1.0,1.0,1.0,5.51644,0.365952,1.0,1.37093,1.73219,-9.73408,13.801,1.0,1.26116,1.27723,5.66471,0.36853,1.0,1.33015,1.70009,-9.62046,13.9203,1.0,1.2471,1.26335,5.51644,5.61759,5.69529,6.45867,7.17759,7.73516,8.14064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.576,-9.73359,-9.62046,-9.53584,-9.40079,-9.32969,-9.22918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3402,-9999,8.09629,0.453521,4.98816,4.98816,5.99647,6.3402,11.4049,11.936,12.0133,12.9258,-9999,9.44287,0.379933,7.23409,7.23409,7.24491,9.02936,12.0963,12.3392,12.9258,6.90672,12.8228,9.57737,0.355077,6.8768,6.88341,7.50665,9.25953,11.7957,12.1047,12.7782,11.1442,11.7248,9.81465,0.229465,7.49984,8.63527,8.69196,9.51247,11.0384,11.5915,11.6322,-9999,-9999
20190131,24.203,1.0,24.181,0.682,1.0,24.222,0.432,1.0,24.713,24.456,0.219,24.95,0.937,24.203,1.0,24.181,0.682,1.0,24.222,0.432,1.0,443.861,32.772,1.0,104.814,32.772,1.0,-9999,-9999,418.231,418.231,0.0,482.045,1.0,483.077,482.045,1.0,0.01,1.0,1.846,0.01,1.0,98.801,98.806,1.0,9.033,9.033,0.0,1.228,1.039,0.645833,0.11834274193548387,0.6458333333333334,3.1632070833333334,1.0,72.331375,1.0,438.684,1.0,24.948,1.0,-9999,-9999,8.66895,-9999,-9999,-9999,-9999,1.86142,-9999,0.992495,-9999,-9999,-9999,-9999,0.687212,-9999,-9999,-9999,23,25,23,25,2.4717,1.0,1.00348,1.60817,2.88733,1.0,0.969773,1.58735,3.76802,1.0,0.179168,2.4717,2.82957,2.92523,3.18762,4.41403,5.34293,5.97297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.93688,6.65531,1.0,1.46771,2.58262,1.87121,6.50483,1.0,1.27428,1.33914,3.73153,6.52428,1.0,1.4169,2.55409,1.90914,6.53144,1.0,1.23296,1.29988,2.93688,3.62091,3.84387,4.75842,6.41533,7.87098,8.66341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0254804,1.86684,1.88641,2.12209,2.43324,2.69026,3.08086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.69085,-9999,7.33738,0.433624,4.14462,4.14462,5.41708,5.85165,9.89758,11.2642,11.2922,5.31925,-9999,2.24287,0.323237,0.0741501,0.0741501,0.116774,1.67663,3.68178,4.81235,5.31925,5.96117,11.2716,8.24558,0.345053,5.59664,5.94632,6.4593,7.51424,10.5891,10.9335,11.2947,5.32804,5.55197,4.2866,0.142297,2.83271,3.46405,3.48817,4.03581,5.26008,5.46335,5.53169,-9999,-9999
20190201,25.005,1.0,24.249,1.065,1.0,25.701,1.634,1.0,25.481,24.547,0.924,26.34,1.823,25.005,1.0,24.249,1.065,1.0,25.701,1.634,1.0,444.168,98.791,1.0,129.787,98.791,1.0,-9999,-9999,424.051,424.051,0.0,486.835,1.0,486.937,486.835,1.0,1.464,1.0,3.084,1.464,1.0,98.844,98.849,1.0,3.384,3.384,0.0,1.184,1.052,0.9375,0.18009953333333337,0.9375,78.046735,1.0,201.22668750000003,1.0,416.959,1.0,25.083,1.0,-9999,-9999,58.1957,-9999,-9999,-9999,-9999,4.65579,-9999,9.3635,-9999,-9999,-9999,-9999,1.12717,-9999,-9999,-9999,23,25,23,25,-2.88294,1.0,0.982081,1.0526,-2.85288,1.0,0.963668,1.03544,-2.61985,1.0,0.0810611,-3.72096,-2.94315,-2.89666,-2.67051,-2.42923,-2.18557,-1.47616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.13727,4.9385,1.0,1.47097,1.64545,-11.9003,11.7218,1.0,1.21254,1.28833,7.19102,4.92952,1.0,1.41496,1.59557,-11.8941,11.7397,1.0,1.21837,1.29382,6.63012,7.07687,7.13727,7.51652,8.26078,8.55165,9.70026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.1017,-12.4962,-11.9582,-11.9184,-11.8941,-11.6255,-11.4909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.6669,-9999,7.17281,0.381932,4.31986,4.31986,5.43462,6.15279,9.53075,10.4478,10.7486,12.1125,-9999,9.44597,0.288198,7.20289,7.20289,8.00354,8.92078,10.7997,11.924,12.1125,5.93498,11.8505,8.02445,0.401545,4.03063,5.82878,5.9029,7.22605,10.7782,11.2058,11.6169,11.1466,11.4287,9.27963,0.227451,7.39947,8.06512,8.09953,8.76998,10.9345,11.1527,11.314,-9999,-9999
20190202,25.736,1.0,24.527,0.746,1.0,26.848,1.744,1.0,25.748,24.323,0.584,27.058,1.977,25.736,1.0,24.527,0.746,1.0,26.848,1.744,1.0,444.467,143.139,1.0,155.182,143.139,1.0,-9999,-9999,420.6,420.6,0.0,490.507,1.0,484.648,490.507,1.0,2.612,1.0,3.795,2.612,1.0,98.769,98.75,0.958333,5.854,5.854,0.0,1.207,1.035,0.958333,0.18686695652173912,0.9583333333333334,102.73585744680852,0.9791666666666666,275.235425531915,0.9791666666666666,428.525,1.0,25.201,1.0,-9999,-9999,77.8702,-9999,-9999,-9999,-9999,5.50125,-9999,21.5222,-9999,-9999,-9999,-9999,1.50445,-9999,-9999,-9999,23,25,23,25,-5.44354,0.979167,1.01427,1.24436,-5.39691,0.979167,1.00195,1.23433,-4.74737,0.978125,0.139257,-5.7784,-5.42739,-5.37481,-5.04578,-4.56984,-3.98562,-2.88532,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,4.54035,4.79159,1.0,1.42922,2.00154,-14.2488,14.3743,0.96,1.33894,1.45212,4.56222,4.79899,1.0,1.39626,1.97815,-14.1826,14.4786,0.96,1.3366,1.44997,4.50494,4.70531,4.99588,5.89633,6.76949,7.50782,9.52404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-15.2874,-15.1936,-15.1738,-14.2488,-14.088,-14.0695,-13.9087,0.96,0.96,0.96,0.96,0.96,0.96,0.96,5.61482,-9999,6.9622,0.323784,4.58302,4.58302,5.4244,6.43406,9.089,9.51543,10.0935,12.9789,-9999,10.4746,0.24027,8.81364,8.81364,8.82128,10.4864,11.8665,11.926,12.9789,7.278,12.504,8.08339,0.435958,3.96704,4.79688,6.37884,7.278,10.1023,11.7847,11.9024,12.8797,13.1683,10.8904,0.228233,8.53856,9.06533,10.016,10.4319,12.1363,12.7519,13.0304,-9999,-9999
20190203,25.196,1.0,24.476,0.526,1.0,25.86,1.611,1.0,25.568,24.716,0.76,26.351,1.469,25.196,1.0,24.476,0.526,1.0,25.86,1.611,1.0,444.759,128.114,1.0,87.45,128.114,1.0,-9999,-9999,422.449,422.449,0.0,489.361,1.0,485.874,489.361,1.0,1.501,1.0,2.35,1.501,1.0,98.753,98.741,1.0,5.304,5.304,0.0,1.281,1.429,0.958333,0.18108426086956522,0.9583333333333334,88.95259166666666,1.0,256.61733333333336,1.0,421.099,1.0,25.19,1.0,-9999,-9999,63.4896,-9999,-9999,-9999,-9999,6.86787,-9999,19.6261,-9999,-9999,-9999,-9999,1.50046,-9999,-9999,-9999,23,25,23,25,-1.57912,1.0,0.926172,1.00254,-1.68007,1.0,0.900179,0.978574,-1.30897,0.999479,0.0785068,-2.19313,-1.71057,-1.6129,-1.41504,-1.09106,-0.943013,-0.139078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.74832,1.70285,1.0,1.33631,1.61104,-8.21015,13.0632,1.0,1.19374,1.26493,5.53029,1.28042,1.0,1.25607,1.54513,-8.19634,13.0767,1.0,1.1994,1.27027,5.48078,5.7153,6.04932,6.45222,6.9778,7.515,9.13438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.1235,-9.13926,-8.69945,-8.42785,-8.39449,-8.30253,-8.18975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.25888,-9999,6.34785,0.247705,4.60437,4.60437,5.12301,5.7449,8.04844,8.07694,8.83192,8.971,-9999,7.20538,0.195966,5.93108,5.93108,6.01301,6.83824,8.17541,8.68223,8.971,9.40689,12.024,7.96802,0.477594,2.67332,3.76457,5.63375,8.16779,9.83629,11.1803,12.2089,11.3982,11.8236,9.86606,0.214381,7.46139,7.97449,8.9103,9.97953,10.6045,11.3982,11.8981,-9999,-9999
20190204,24.731,1.0,23.813,0.191,1.0,25.575,1.392,1.0,24.76,23.959,0.205,25.497,1.236,24.731,1.0,23.813,0.191,1.0,25.575,1.392,1.0,445.042,118.691,1.0,83.521,118.691,1.0,-9999,-9999,425.801,425.801,0.0,485.262,1.0,488.098,485.262,1.0,1.121,1.0,1.367,1.121,1.0,98.829,98.808,1.0,13.159,13.159,0.0,1.065,0.909,0.666667,0.2062894375,0.6666666666666666,85.38114791666665,1.0,238.22743749999998,1.0,421.663,1.0,25.037,1.0,-9999,-9999,85.593,-9999,-9999,-9999,-9999,6.64363,-9999,16.7331,-9999,-9999,-9999,-9999,1.34063,-9999,-9999,-9999,23,25,23,25,-3.9796,1.0,0.981453,1.22347,-3.9701,1.0,0.960743,1.20692,-3.09068,0.980729,0.148284,-4.07439,-3.9796,-3.75631,-3.33961,-2.71515,-2.5186,-0.817121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.78336,0.0801835,1.0,1.36856,1.8614,-12.6838,12.7467,1.0,1.3085,1.32944,5.78484,0.0882843,1.0,1.31034,1.81902,-12.6675,12.7615,1.0,1.30633,1.3273,5.71714,5.79737,6.14071,7.00952,8.06351,8.32074,11.1283,1.0,0.391304,1.0,1.0,1.0,1.0,1.0,-12.9776,-12.7393,-12.6575,-12.6008,-12.442,-12.2693,-11.7985,0.8,1.0,1.0,1.0,1.0,1.0,1.0,4.93179,-9999,5.77916,0.182113,4.63693,4.63693,4.84765,5.06636,6.66587,7.13859,7.65424,8.39201,-9999,7.78829,0.201557,6.61431,6.61431,6.62406,7.58495,8.39201,8.49621,10.5614,8.23995,9.31389,6.89234,0.44464,1.88895,3.1357,4.91646,7.26478,8.90333,9.08973,11.2646,10.6343,11.0622,9.69035,0.203751,7.36644,8.16811,8.88468,9.8842,10.6343,10.8308,11.5255,-9999,-9999
20190205,25.052,1.0,23.668,0.177,1.0,26.325,1.915,1.0,25.363,24.109,0.751,26.516,1.927,25.052,1.0,23.668,0.177,1.0,26.325,1.915,1.0,445.316,152.694,1.0,132.688,152.694,1.0,-9999,-9999,423.307,423.307,0.0,486.086,1.0,486.444,486.086,1.0,1.794,1.0,2.993,1.794,1.0,98.817,98.799,1.0,12.98,12.98,0.0,0.684,0.951,0.395833,-9999,0.0,122.76604375,1.0,304.92954166666664,1.0,434.517,1.0,25.26,1.0,-9999,-9999,90.1559,-9999,-9999,-9999,-9999,5.72694,-9999,23.7942,-9999,-9999,-9999,-9999,1.69579,-9999,-9999,-9999,23,25,23,25,-4.60279,1.0,0.932186,1.07037,-4.63147,1.0,0.909176,1.05039,-3.99164,0.970833,0.161031,-4.94557,-4.66163,-4.60023,-4.18118,-3.82491,-3.60955,-0.966124,0.416667,1.0,1.0,1.0,1.0,1.0,1.0,5.35395,0.332224,1.0,1.31416,1.68899,-13.4417,13.2098,1.0,1.23002,1.24398,5.30895,0.369094,1.0,1.26101,1.64797,-13.4534,13.1927,1.0,1.2181,1.23218,5.20061,5.3635,5.53633,6.48692,7.00264,7.48545,11.8558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.9852,-13.7968,-13.6479,-13.5478,-13.4481,-13.4252,-13.023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7767,-9999,5.44031,0.138096,4.70657,4.70657,4.74004,4.82832,6.38221,6.48981,6.77306,7.73919,-9999,8.45169,0.245314,6.32758,6.32758,7.45594,7.9673,9.11718,9.36475,11.7313,4.11487,4.78926,4.9882,0.445028,2.03004,2.86953,3.24616,4.11487,5.59227,6.91516,11.7819,10.098,10.309,10.0023,0.190336,8.36222,8.82135,9.42807,9.77832,10.3515,11.0004,11.4597,-9999,-9999
20190206,25.91,1.0,24.282,0.927,1.0,27.407,2.206,1.0,25.969,24.781,1.422,27.061,1.636,25.91,1.0,24.282,0.927,1.0,27.407,2.206,1.0,445.58,176.999,1.0,144.413,176.999,1.0,-9999,-9999,422.306,422.306,0.0,491.54,1.0,485.78,491.54,1.0,2.692,1.0,2.808,2.692,1.0,98.738,98.709,1.0,13.282,13.282,0.0,0.77,1.086,0.666667,0.26110228125,0.6666666666666666,141.87445833333334,1.0,351.395125,1.0,425.564,1.0,25.31,1.0,-9999,-9999,84.7758,-9999,-9999,-9999,-9999,5.89306,-9999,22.3706,-9999,-9999,-9999,-9999,1.57971,-9999,-9999,-9999,23,25,23,25,-4.62783,1.0,0.92675,1.06966,-4.73932,1.0,0.894496,1.04184,-4.41643,0.980729,0.11377,-5.76038,-4.98381,-4.92422,-4.54669,-4.00291,-3.91552,-2.91217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.53133,1.94069,1.0,1.32033,1.62444,-13.6512,11.2126,1.0,1.21021,1.35061,5.3204,1.83244,1.0,1.23608,1.55674,-13.6635,11.1916,1.0,1.20242,1.34363,4.82388,4.95551,5.11522,6.24766,6.63202,6.8482,9.58098,1.0,1.0,1.0,0.434783,1.0,1.0,1.0,-15.4099,-14.7023,-13.7284,-13.6512,-13.5583,-13.5031,-13.4383,0.8,1.0,1.0,1.0,1.0,1.0,1.0,5.13393,-9999,5.55768,0.0986644,4.85347,4.85347,4.89719,5.46923,6.0259,6.07152,6.71658,8.9837,-9999,9.81569,0.195574,7.97867,7.97867,8.50961,9.62905,10.6576,10.6578,11.987,3.2671,3.49832,4.66868,0.451264,2.20697,2.75388,2.93043,3.49423,4.51468,6.62271,12.4744,10.4571,10.5326,10.7473,0.212192,8.844,9.98619,10.1472,10.4006,10.9898,11.6557,12.1595,-9999,-9999
20190207,25.605,1.0,24.521,1.164,1.0,26.603,1.763,1.0,25.476,24.584,0.629,26.296,1.555,25.605,1.0,24.521,1.164,1.0,26.603,1.763,1.0,445.834,139.185,1.0,142.645,139.185,1.0,-9999,-9999,419.644,419.644,0.0,491.861,1.0,484.014,491.861,1.0,2.413,1.0,2.019,2.413,1.0,98.67,98.673,1.0,13.015,13.015,0.0,0.968,1.192,0.645833,0.13344599999999998,0.6458333333333334,105.44306708333333,1.0,275.99508333333335,1.0,418.133,1.0,25.06,1.0,-9999,-9999,74.5963,-9999,-9999,-9999,-9999,5.39123,-9999,16.5127,-9999,-9999,-9999,-9999,1.39354,-9999,-9999,-9999,23,25,23,25,-3.39376,1.0,0.955535,1.10117,-3.48403,1.0,0.94244,1.08983,-3.27237,0.997917,0.0787734,-4.20375,-3.99358,-3.53555,-3.24371,-2.93242,-2.899,-2.35098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.84273,3.31395,1.0,1.4711,1.77357,-12.5744,11.6102,1.0,1.13748,1.14955,6.69619,3.36868,1.0,1.44025,1.74806,-12.6067,11.5573,1.0,1.13349,1.1456,5.48738,5.73882,6.60814,6.86228,7.65894,7.72012,8.54735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.9298,-12.6612,-12.6427,-12.474,-12.4232,-12.3289,-12.2938,0.92,1.0,1.0,1.0,1.0,1.0,1.0,6.17503,-9999,6.12097,0.09909,5.0032,5.0032,5.16118,6.17809,6.57385,6.63964,6.6662,8.91213,-9999,9.3505,0.0932964,8.49249,8.49249,8.91213,9.36493,9.55069,9.77124,10.5484,5.56268,5.28557,5.66884,0.344701,1.88584,4.33323,4.48774,5.59089,6.16582,6.85103,7.72622,9.60361,9.62291,9.64623,0.174795,7.75095,8.98514,9.22561,9.60864,9.73873,9.96802,10.3237,-9999,-9999
20190208,25.293,1.0,24.319,0.651,1.0,26.189,2.172,1.0,25.878,24.537,0.912,27.113,2.193,25.293,1.0,24.319,0.651,1.0,26.189,2.172,1.0,446.076,123.235,1.0,130.81,123.235,1.0,-9999,-9999,424.895,424.895,0.0,489.109,1.0,487.498,489.109,1.0,2.128,1.0,3.478,2.128,1.0,98.616,98.609,1.0,9.209,9.209,0.0,0.844,1.014,0.770833,0.14655878378378376,0.7708333333333334,86.7761625,1.0,243.567625,1.0,416.85,1.0,25.38,1.0,-9999,-9999,64.9025,-9999,-9999,-9999,-9999,4.69107,-9999,13.9353,-9999,-9999,-9999,-9999,1.18323,-9999,-9999,-9999,23,25,23,25,-2.04782,1.0,1.01502,1.07333,-2.35395,1.0,0.978828,1.03917,-1.85201,1.0,0.0548553,-2.35395,-2.25531,-2.09864,-1.81831,-1.70048,-1.5574,-1.27832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.24022,4.11821,1.0,1.60589,1.69092,-8.60989,12.5179,1.0,1.15935,1.19213,4.69838,3.66126,1.0,1.51609,1.60588,-8.67779,12.4386,1.0,1.15514,1.18804,4.74073,5.23996,5.29274,5.72449,6.04802,6.29888,6.92876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.62871,-9.04209,-8.93019,-8.67779,-8.50599,-8.48678,-8.42739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.21732,-9999,6.79314,0.146025,5.15794,5.15794,5.41526,7.21732,7.56168,7.587,7.59267,8.90888,-9999,8.55928,0.0905535,7.5281,7.5281,7.73508,8.69092,8.87099,8.90888,9.33087,6.95118,6.4059,6.74264,0.290953,3.80521,5.11085,5.74826,6.55933,7.26999,7.86281,8.35323,8.85859,8.84772,8.86627,0.129827,7.64164,8.22523,8.52412,8.8599,9.05086,9.06985,9.36329,-9999,-9999
20190209,26.662,1.0,24.68,1.453,1.0,28.485,2.952,1.0,25.816,24.444,0.498,27.078,1.834,26.662,1.0,24.68,1.453,1.0,28.485,2.952,1.0,446.306,187.034,1.0,145.531,187.034,1.0,-9999,-9999,423.069,423.069,0.0,495.394,1.0,486.286,495.394,1.0,4.518,1.0,3.19,4.518,1.0,98.638,98.627,1.0,6.259,6.259,0.0,1.068,0.91,0.625,0.18562400000000007,0.625,149.55337708333332,1.0,364.09825,1.0,427.856,1.0,25.496,1.0,-9999,-9999,96.6775,-9999,-9999,-9999,-9999,5.95488,-9999,18.9642,-9999,-9999,-9999,-9999,1.46028,-9999,-9999,-9999,23,25,23,25,-3.59888,1.0,0.910268,0.973394,-3.7517,1.0,0.901972,0.965641,-3.60127,0.979167,0.0716064,-4.6996,-3.9154,-3.75499,-3.55685,-3.25245,-3.22573,-3.14646,0.916667,0.979167,0.979167,1.0,0.9375,1.0,1.0,6.09499,0.476424,1.0,1.35611,1.45715,-12.266,11.2873,1.0,1.13132,1.15367,5.81471,0.39777,1.0,1.33776,1.44008,-12.2909,11.2444,1.0,1.12707,1.1495,5.59303,5.70528,5.89522,6.40153,6.71027,6.77156,6.91895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.3712,-12.6456,-12.4088,-12.2672,-12.2017,-12.1937,-12.187,0.8,0.92,0.96,1.0,1.0,1.0,1.0,8.615,-9999,7.81868,0.202863,5.70307,5.70307,5.96898,8.615,8.76687,8.79873,9.10089,12.2668,-9999,11.6209,0.15139,9.89689,9.89689,10.1642,12.1331,12.2267,12.2668,12.3997,8.33913,7.79255,8.5236,0.228851,6.74033,7.5912,7.78189,8.25749,8.8687,8.9413,9.79001,11.1224,11.1937,11.452,0.13427,10.7788,11.0402,11.1253,11.2196,11.4214,11.5389,12.2367,-9999,-9999
20190210,25.827,1.0,24.455,0.854,1.0,27.088,2.041,1.0,26.239,25.199,1.351,27.196,2.132,25.827,1.0,24.455,0.854,1.0,27.088,2.041,1.0,446.524,154.268,1.0,165.352,154.268,1.0,-9999,-9999,424.343,424.343,0.0,490.317,1.0,487.131,490.317,1.0,2.288,1.0,4.234,2.288,1.0,98.646,98.624,1.0,3.086,3.086,0.0,0.794,1.226,0.583333,0.2829243928571428,0.5833333333333334,121.23297083333334,1.0,298.8897083333333,1.0,418.717,1.0,25.49,1.0,-9999,-9999,91.9509,-9999,-9999,-9999,-9999,7.9136,-9999,19.1162,-9999,-9999,-9999,-9999,1.40554,-9999,-9999,-9999,23,25,23,25,-4.05803,1.0,0.909547,1.03251,-4.18919,1.0,0.895152,1.01985,-3.86573,1.0,0.0657935,-4.5133,-4.29242,-4.18919,-3.97921,-3.39883,-3.31508,-3.28242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.45229,0.738074,1.0,1.3762,1.65641,-13.4443,11.0656,1.0,1.10858,1.11142,6.20717,0.751143,1.0,1.33198,1.61985,-13.4615,11.0334,1.0,1.11418,1.117,5.79356,6.06666,6.31753,6.59172,7.752,7.9103,7.95791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.7387,-13.5657,-13.518,-13.4443,-13.411,-13.4068,-13.3944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.26128,-9999,7.47523,0.174346,5.72903,5.72903,5.93706,8.19346,8.26128,8.26427,8.71359,12.161,-9999,11.5843,0.129963,10.2637,10.2637,10.4504,12.0686,12.2271,12.2301,12.4194,8.12139,9.02349,9.12638,0.206603,7.57074,8.00299,8.30703,8.7555,9.56068,10.1323,11.0184,9.1259,9.09229,10.1818,0.244447,8.84261,9.04243,9.1259,9.32273,11.3197,11.9446,13.1473,-9999,-9999
