system:index,albedo,date,.geo
108,210.75,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,287.125,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,363.75,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,413.375,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,437.125,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,462.375,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,397.375,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,289.375,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,154.125,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,23.7890625,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.0,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.0,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,5.59765625,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,89.59375,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,210.3125,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,209.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,221.125,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,255.25,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,290.25,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,307.25,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,280.375,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,224.3125,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,151.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,76.96875,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,12.39453125,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,0.0,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,6.048828125,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,80.6875,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,195.8125,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,312.5,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,431.125,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,537.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,595.25,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,590.75,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,521.25,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,394.125,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,246.5625,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,107.71875,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,13.83984375,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,0.0,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,4.84375,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,80.21875,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,205.4375,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,327.125,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,411.375,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,432.25,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,364.625,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,341.625,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,279.875,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,206.4375,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,133.875,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,71.90625,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,14.03515625,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,0.0,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,0.0,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
