MOD15A2H.A2003193.h10v09.006.2020097104648.Lai_500m,MOD15A2H,A2003193,Lat-3.834436Lon-73.31897Samp17Line17,2020097104648,F,2.4,F,1.3,2.7,3.2,3.2,F,F,F,F,F,6.5,F,6.2,4.9,5.0,F,2.7,F,3.1,3.1,3.6,1.8,4.1,3.7,2.6,1.7,4.5,4.5,F,F,4.9,F,4.2,3.8,F,3.4,3.4,6.2,5.9,5.8,2.2,2.2,F,5.7,F,F,4.9,F,F,F,3.8,4.9,3.2,3.6,3.6,3.3,3.3,2.6,4.1,F,F,F,F,4.8,F,F,F,F,5.6,2.6,2.7,2.7,2.7,2.5,2.6,5.4,F,F,F,F,4.3,F,F,F,F,F,5.9,3.0,3.0,F,6.2,5.6,F,F,F,5.0,F,F,F,F,1.1,5.6,F,5.9,2.8,2.7,F,6.2,F,2.5,F,F,4.8,5.2,5.2,F,F,2.9,2.7,2.2,2.7,F,2.8,1.5,F,F,F,F,F,4.8,F,5.4,5.4,F,3.2,2.3,3.2,2.8,F,F,F,5.9,5.6,5.2,F,F,4.8,F,5.5,5.5,5.2,3.8,2.8,3.1,2.4,2.4,F,F,5.0,F,F,F,5.1,4.8,F,4.8,4.8,5.2,6.2,6.2,4.4,2.2,1.8,3.1,5.6,F,F,F,F,4.9,4.4,5.3,F,F,F,3.9,3.6,2.8,2.2,1.9,2.8,6.5,5.5,5.5,F,F,4.9,F,F,F,F,F,3.7,3.1,2.6,2.8,3.0,4.2,5.5,6.0,6.0,F,F,4.8,F,F,5.6,5.1,5.1,1.5,3.1,2.6,3.1,F,5.6,F,6.0,6.0,5.7,5.7,6.0,6.0,6.0,4.7,5.6,F,4.3,3.1,2.4,1.3,F,6.5,5.7,5.7,5.7,5.7,5.7,4.5,6.0,F,F,F,F,F,F,3.5,3.1,2.5,5.6,F,5.7,5.7,F,4.9,F,F,F,F,F,4.5,F,F,4.0,3.7,3.5,5.9,F,F,F,4.8,4.8,F,F,5.4,F,5.4,3.6
MOD15A2H.A2003201.h10v09.006.2020097205835.Lai_500m,MOD15A2H,A2003201,Lat-3.834436Lon-73.31897Samp17Line17,2020097205835,F,F,F,1.0,0.8,0.8,0.8,F,F,F,F,F,F,F,6.2,6.2,5.8,4.2,3.0,F,2.4,2.5,2.3,0.5,0.7,1.2,F,F,F,F,F,4.9,6.2,5.8,6.0,4.9,F,0.8,0.7,F,F,F,0.7,0.7,F,F,F,F,4.9,5.5,6.0,F,F,F,0.6,0.7,0.7,1.0,1.0,0.6,F,F,F,F,F,F,5.4,5.6,F,F,F,0.6,1.8,F,1.0,1.0,0.8,1.1,F,F,F,F,F,F,F,1.9,5.5,5.6,F,1.8,3.0,F,F,F,F,F,F,4.7,F,6.1,5.9,6.2,1.9,6.5,6.2,F,2.6,3.8,F,F,F,F,F,F,6.3,6.2,F,F,5.6,F,F,F,3.7,F,F,1.2,5.5,F,F,F,F,F,F,F,5.8,5.6,2.0,F,F,3.0,F,F,F,F,F,F,F,F,F,F,F,5.8,6.2,5.2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,4.5,F,6.3,6.2,F,F,F,1.0,F,F,F,F,F,F,F,F,F,4.5,4.5,F,3.2,1.6,1.6,0.9,0.9,F,F,F,F,F,F,F,4.7,4.7,F,F,F,F,4.3,F,F,F,F,4.8,0.7,F,F,F,F,F,F,F,4.5,F,F,F,F,F,F,F,F,5.6,2.0,F,F,F,F,F,4.7,4.7,1.5,F,F,0.7,F,F,F,F,F,F,1.4,1.4,F,4.5,4.5,F,F,F,5.7,F,F,F,F,F,F,F,1.1,3.0,3.0,3.2,4.8,F,F,3.6,F,F,F,F,F,F,F,F,F,F,3.8,3.8,3.2,4.8,F,F,F
MOD15A2H.A2003209.h10v09.006.2020106005324.Lai_500m,MOD15A2H,A2003209,Lat-3.834436Lon-73.31897Samp17Line17,2020106005324,F,F,F,1.7,1.2,1.2,1.2,F,F,F,F,F,4.9,4.3,6.2,6.2,5.9,4.8,4.8,F,2.0,1.0,1.0,0.7,1.2,1.2,1.2,1.0,6.6,6.6,4.9,4.3,6.2,6.2,4.7,F,F,0.7,1.4,4.0,4.0,F,1.0,1.0,6.5,6.6,6.6,6.2,6.2,6.2,4.3,4.0,3.9,3.9,1.4,1.4,1.1,1.7,0.9,1.0,4.0,6.3,6.6,6.6,6.2,6.2,6.4,6.6,4.8,5.7,5.7,1.4,2.0,2.2,1.5,2.0,2.0,6.6,6.2,6.2,6.2,6.1,6.2,6.2,F,5.2,6.2,6.2,6.2,0.4,0.4,F,6.5,4.9,4.9,6.2,6.2,6.2,6.2,6.2,6.2,5.9,0.6,6.2,6.6,6.6,0.4,2.9,F,1.0,F,4.9,6.4,6.6,6.2,6.2,F,F,5.9,0.6,0.6,0.6,0.5,F,0.5,1.9,6.6,F,F,6.0,F,6.2,6.2,6.2,6.2,3.7,F,F,F,F,F,F,F,6.6,5.9,6.1,6.1,6.2,6.2,6.2,3.3,6.2,6.2,F,F,F,F,F,F,F,6.5,6.6,6.2,6.2,6.2,6.2,6.6,3.3,3.3,3.3,6.6,F,0.3,F,F,F,6.6,6.2,6.6,6.6,6.6,6.2,6.4,6.6,6.0,5.9,5.9,2.7,0.3,F,F,F,F,6.6,6.5,6.6,6.6,6.2,6.2,6.4,F,6.6,F,6.6,2.2,2.0,1.4,0.3,0.3,F,6.6,6.6,6.6,6.4,F,6.2,6.4,F,6.6,1.2,6.2,1.0,2.5,2.1,F,F,F,6.6,6.6,6.6,6.2,F,F,F,F,6.3,6.6,6.3,0.6,2.6,2.1,0.5,F,F,6.6,6.6,F,6.2,F,6.2,6.2,6.4,6.2,6.2,6.6,F,6.6,0.8,0.8,0.6,F,F,6.6,F,6.2,6.3,F,F,F,6.6,6.6,6.6,F,F,4.0,1.2,1.2,6.5,6.5,6.6,6.4,F,F,5.9,5.9,F,6.4,6.6,6.5
MOD15A2H.A2003217.h10v09.006.2020106090412.Lai_500m,MOD15A2H,A2003217,Lat-3.834436Lon-73.31897Samp17Line17,2020106090412,5.9,5.2,F,2.2,2.6,2.6,3.1,F,F,F,F,F,6.2,6.2,6.3,6.5,6.5,5.9,4.8,F,2.1,3.0,3.2,2.0,4.6,3.4,3.4,2.4,6.2,6.2,6.2,6.3,6.6,6.6,F,F,F,2.2,2.1,6.2,6.2,6.0,2.9,2.9,5.9,6.6,6.2,6.2,6.2,6.6,6.6,6.1,F,F,2.0,1.7,3.0,2.9,3.4,2.3,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.0,F,6.6,2.3,1.9,3.0,2.5,2.5,2.9,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.0,F,6.6,6.6,1.9,2.2,F,F,5.6,6.2,6.2,6.6,6.6,6.6,6.6,6.6,6.6,0.5,F,6.6,6.6,0.3,2.2,F,F,F,5.8,5.7,6.2,6.5,6.6,6.6,6.6,6.6,0.5,0.4,0.2,0.3,F,F,1.6,F,F,F,5.7,6.6,6.6,6.6,6.6,6.6,6.6,0.3,0.3,0.2,2.2,F,F,F,F,5.7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,0.5,0.3,F,2.0,2.0,F,F,6.0,6.0,6.6,6.6,6.6,6.6,6.5,6.5,6.6,6.6,F,F,0.2,F,1.5,F,6.3,6.2,6.2,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,0.4,0.2,0.2,0.2,F,F,6.6,6.6,6.2,6.6,6.6,6.6,6.5,6.6,6.6,6.6,6.6,0.5,0.5,0.5,0.2,0.2,F,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.5,6.6,6.6,F,F,0.5,0.5,F,F,6.6,6.6,6.6,6.5,6.5,6.6,6.6,6.5,6.5,6.5,6.6,F,F,0.5,0.5,F,F,F,F,F,F,F,F,F,6.5,6.5,6.5,6.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,6.6,F,F,F
MOD15A2H.A2003225.h10v09.006.2020106162525.Lai_500m,MOD15A2H,A2003225,Lat-3.834436Lon-73.31897Samp17Line17,2020106162525,6.0,5.8,F,2.2,3.0,3.0,3.2,F,F,F,F,F,5.7,6.6,6.6,6.2,6.2,5.4,5.5,F,2.8,3.4,3.4,1.8,3.6,2.9,2.7,4.0,6.6,5.7,6.6,6.6,6.2,6.2,5.4,5.5,F,2.9,3.1,6.6,6.6,6.6,2.7,2.6,6.6,6.6,6.6,6.6,6.6,6.2,6.2,6.2,6.2,6.2,2.9,3.1,3.1,2.0,2.0,2.0,6.6,6.3,6.3,6.3,5.6,5.6,6.2,6.2,6.2,6.2,6.2,2.5,2.0,1.8,1.8,1.8,1.8,6.5,6.5,6.3,6.3,5.6,5.6,5.6,5.6,6.2,6.2,6.2,6.5,1.8,1.8,F,5.7,6.5,6.5,6.5,6.5,6.5,5.6,5.6,5.6,5.6,1.7,5.6,5.6,5.6,2.5,1.8,F,5.5,F,4.8,6.2,6.2,6.5,6.5,5.6,5.6,5.6,2.2,1.7,1.7,3.2,F,2.5,1.2,5.5,F,F,6.2,6.2,6.5,6.5,6.5,5.6,5.7,1.9,1.7,1.7,1.7,F,F,F,6.6,5.5,5.5,6.2,6.2,5.2,5.6,5.6,5.6,5.6,1.9,2.0,1.9,1.7,1.7,F,F,6.6,6.4,6.2,6.5,5.5,5.5,5.5,5.6,5.6,5.7,6.5,6.5,1.4,1.4,1.8,1.7,5.7,6.6,5.6,5.6,6.5,6.5,5.5,5.6,5.6,5.6,5.7,2.2,1.9,1.9,1.7,1.7,1.7,5.7,5.7,5.7,5.6,5.5,5.5,5.6,6.3,6.6,5.6,5.7,1.9,1.9,1.9,1.9,1.7,6.6,6.6,6.3,6.2,5.6,5.6,6.2,6.2,6.3,6.6,5.6,5.7,1.5,F,F,F,F,F,6.5,6.5,6.2,6.2,5.6,5.6,6.2,6.2,6.2,6.2,6.2,F,F,F,1.4,F,6.4,6.4,6.4,5.8,5.8,5.8,6.5,6.5,6.2,6.2,6.2,6.2,6.6,6.6,2.1,0.1,F,6.4,6.6,6.6,5.8,5.5,6.3,6.2,6.0,6.0,6.2,6.2,6.2,6.6,6.6,2.1,2.1,0.1,6.6,6.0,6.0,5.7,5.7,6.3,6.2,6.4,6.4,6.2,6.2,6.2
MOD15A2H.A2003233.h10v09.006.2020107012116.Lai_500m,MOD15A2H,A2003233,Lat-3.834436Lon-73.31897Samp17Line17,2020107012116,5.6,5.6,F,2.2,2.0,2.1,2.5,F,F,F,F,F,6.2,6.2,6.6,6.2,6.2,5.6,5.6,F,2.5,3.2,2.3,1.9,2.4,2.4,2.6,3.6,6.6,6.2,6.2,6.2,6.2,6.2,5.6,5.9,F,3.4,3.7,6.6,6.6,6.5,2.4,2.2,6.6,6.2,6.2,6.2,6.2,6.2,6.2,5.6,5.9,6.2,3.4,3.4,3.6,3.8,4.2,2.6,6.5,6.2,6.2,6.2,6.2,6.2,6.2,6.2,5.6,6.6,6.3,2.9,2.9,2.8,3.8,3.0,3.0,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.3,2.9,2.9,F,6.5,6.2,6.1,6.2,6.7,6.2,6.2,6.2,6.2,6.2,2.2,6.6,6.5,6.5,3.2,3.0,F,6.2,F,5.9,6.2,6.2,6.2,6.2,6.2,6.2,6.2,2.4,2.3,2.3,2.8,F,2.1,1.5,6.6,F,F,6.0,6.2,5.9,6.2,6.6,6.6,6.2,3.6,2.9,3.1,2.8,F,F,F,6.0,6.0,6.2,6.0,6.2,5.9,6.2,6.2,6.2,6.2,4.4,2.2,3.1,2.4,2.7,F,F,6.0,6.2,6.6,6.3,6.0,6.0,6.2,6.2,6.2,6.2,6.6,6.6,1.8,2.5,1.7,2.8,6.2,6.2,6.2,6.6,6.2,6.2,6.0,6.0,6.0,6.2,6.2,3.8,4.4,4.0,1.8,1.9,1.9,6.2,6.2,6.2,5.7,6.2,6.2,6.2,6.2,6.0,6.2,6.2,3.1,3.8,3.1,3.3,1.9,6.6,6.6,6.2,6.2,6.2,5.9,6.0,6.2,6.2,6.2,6.2,6.0,1.6,2.2,2.2,2.9,F,6.5,6.2,6.2,6.2,6.2,6.6,6.2,6.2,6.2,6.2,6.2,6.0,3.7,2.7,1.6,1.7,F,6.5,6.5,6.8,6.2,6.2,6.2,6.6,6.2,6.2,6.2,6.2,6.2,6.5,6.5,2.1,2.1,1.6,6.5,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.9,6.9,6.2,6.6,6.5,4.2,2.1,2.3,6.5,6.2,6.2,6.2,6.0,6.0,6.0,6.2,6.2,6.2,6.2,6.2
MOD15A2H.A2003241.h10v09.006.2020107105305.Lai_500m,MOD15A2H,A2003241,Lat-3.834436Lon-73.31897Samp17Line17,2020107105305,6.2,5.6,F,2.3,2.3,2.8,2.7,F,F,F,F,F,6.5,6.5,6.5,6.0,6.0,6.2,6.1,F,2.6,2.3,2.8,1.7,2.9,3.0,3.0,2.6,6.6,6.6,6.2,6.0,6.0,6.6,5.6,6.2,F,2.6,2.6,6.2,6.5,6.5,2.4,2.4,6.2,6.6,6.6,6.2,6.2,6.0,6.6,6.2,6.5,6.5,2.5,2.7,2.7,2.4,2.4,2.4,6.2,6.2,6.2,6.6,6.0,6.2,6.2,6.2,6.2,6.5,6.5,2.4,2.5,2.6,2.4,2.4,2.9,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.6,6.2,6.6,6.6,6.2,2.7,2.4,F,6.2,6.5,6.5,6.6,6.0,6.6,6.6,5.9,5.9,6.6,1.9,5.6,6.2,6.2,2.4,2.4,F,6.2,F,5.6,5.6,6.5,6.1,6.6,5.9,5.9,6.6,2.8,2.2,2.4,2.8,F,2.6,1.4,6.5,F,F,5.6,6.5,6.3,6.2,5.9,5.9,5.9,2.9,2.4,2.4,2.3,F,F,F,6.2,6.5,5.9,6.2,6.2,6.5,6.5,6.6,6.6,6.0,2.9,2.8,2.8,2.4,2.1,F,F,6.2,6.2,6.6,5.9,5.9,5.9,5.9,6.6,6.6,5.9,6.2,6.6,2.8,2.5,1.9,2.7,6.2,6.2,6.5,6.5,5.9,5.9,5.9,6.0,6.6,6.6,6.6,3.4,3.4,2.6,2.6,2.7,2.4,6.2,6.2,6.6,6.6,5.9,6.2,6.2,6.0,6.5,6.5,6.5,3.0,2.7,3.1,3.1,3.1,6.2,6.2,6.0,6.6,6.6,6.6,6.6,5.9,5.9,5.9,5.9,6.5,1.7,2.7,3.1,2.5,F,6.2,6.0,6.0,6.0,6.3,6.6,6.6,5.9,5.9,5.9,5.9,6.6,3.7,3.5,2.0,1.6,F,5.9,6.2,6.1,6.1,6.6,6.2,6.2,5.9,5.9,5.9,6.0,6.6,6.2,6.3,3.1,2.8,2.7,6.6,6.1,6.1,6.1,6.6,5.9,6.2,6.6,6.5,6.6,6.6,6.6,6.2,6.3,3.8,3.5,3.2,6.6,6.6,6.0,6.6,6.6,6.6,6.2,6.6,6.5,6.6,6.6,6.0
MOD15A2H.A2003249.h10v09.006.2020108203952.Lai_500m,MOD15A2H,A2003249,Lat-3.834436Lon-73.31897Samp17Line17,2020108203952,F,3.2,F,1.8,2.6,2.8,3.2,F,F,F,F,F,5.9,4.6,6.5,6.5,4.7,6.6,3.4,F,1.8,2.7,3.1,1.7,3.3,3.0,2.8,2.5,6.5,6.5,F,4.6,6.5,6.5,6.2,6.3,F,2.6,3.1,5.7,5.7,5.7,2.2,2.5,5.4,6.5,6.5,6.6,6.6,6.5,6.5,6.2,6.5,4.8,2.9,2.7,3.1,1.8,1.8,2.2,6.4,4.3,F,F,4.0,F,6.5,6.5,6.2,4.6,5.3,2.5,2.5,2.3,1.7,1.9,1.9,6.5,4.3,F,F,5.1,6.5,6.6,6.5,6.2,4.3,F,5.5,2.0,1.8,F,5.4,5.4,5.2,4.8,6.6,6.6,6.6,6.6,6.6,6.6,2.0,5.7,5.3,5.4,2.7,1.8,F,F,F,6.2,6.2,6.6,6.5,6.5,4.5,6.6,6.6,3.2,2.2,2.0,2.7,F,2.3,1.2,5.0,F,F,5.6,6.6,F,4.7,F,F,F,3.0,2.6,2.0,2.5,F,F,F,4.9,6.5,6.6,6.6,F,F,6.5,6.5,6.6,6.6,2.8,2.8,2.3,1.7,1.7,F,F,F,F,6.5,6.5,5.3,F,F,F,6.6,6.5,5.7,5.7,2.0,1.7,1.6,2.2,5.5,F,6.6,F,6.5,6.5,6.6,6.6,6.6,6.5,6.5,2.7,2.7,2.6,1.5,2.0,2.0,5.7,F,6.6,F,F,4.7,F,6.6,6.6,6.5,6.5,3.0,3.0,2.6,3.0,2.7,5.7,F,6.6,6.6,6.6,6.5,6.5,F,4.8,F,6.5,6.6,1.5,3.0,2.3,2.5,F,F,F,6.6,6.6,4.8,4.8,4.6,F,4.8,4.8,6.6,6.6,2.4,2.1,2.1,1.3,F,4.8,4.8,6.5,6.5,4.5,4.5,4.7,F,4.9,4.9,F,6.5,3.8,5.8,3.7,3.6,2.8,5.0,4.8,6.6,6.6,6.6,3.5,3.6,6.5,F,F,F,6.6,3.8,3.8,0.8,2.7,3.6,5.0,5.0,6.5,6.5,6.6,3.7,6.1,4.9,F,F,F,6.6
MOD15A2H.A2003257.h10v09.006.2020109033717.Lai_500m,MOD15A2H,A2003257,Lat-3.834436Lon-73.31897Samp17Line17,2020109033717,6.1,6.2,F,2.3,2.9,2.9,3.1,F,F,F,F,F,6.1,6.5,6.5,6.3,6.3,6.1,6.1,F,2.4,3.0,3.0,1.7,2.4,2.2,2.9,2.3,4.7,6.6,6.6,6.5,6.3,6.5,6.2,6.2,F,2.8,3.1,4.9,5.3,5.2,2.2,2.5,5.9,6.5,6.6,6.4,6.4,6.3,6.3,6.5,6.5,6.5,2.6,2.4,3.1,2.9,2.9,2.1,5.2,6.5,6.5,6.5,6.3,6.2,6.2,6.3,6.6,6.5,6.5,2.6,2.4,2.4,2.3,2.3,2.5,6.5,6.5,6.5,6.5,6.3,6.3,6.3,6.3,6.6,6.6,6.6,4.9,2.6,2.6,F,4.7,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.2,6.2,1.9,5.0,5.0,5.0,2.6,2.6,F,5.2,F,5.2,6.2,6.2,6.4,6.4,6.4,6.2,6.2,2.6,1.9,1.9,1.9,F,2.6,1.5,5.9,F,F,6.2,6.2,6.4,6.4,6.4,6.5,6.5,2.5,1.9,1.9,1.3,F,F,F,5.9,5.9,5.9,6.2,6.2,6.3,6.3,6.3,6.3,6.3,3.0,2.1,1.6,1.6,1.6,F,F,6.3,6.3,6.3,6.2,6.2,6.2,6.3,6.3,6.3,6.3,5.0,5.7,2.5,2.5,1.5,1.9,4.9,6.2,6.2,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.2,2.8,2.8,2.7,2.3,2.3,2.3,4.6,6.2,6.2,6.2,6.2,6.2,6.3,6.3,6.2,6.2,6.2,2.8,2.8,2.8,2.8,2.5,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.3,6.3,6.2,6.2,6.2,1.5,2.0,1.9,1.9,F,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,1.3,1.1,2.5,1.3,F,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.6,6.2,6.2,6.6,6.6,2.5,2.5,2.2,6.6,6.6,6.5,6.5,6.2,6.2,6.2,6.2,6.5,6.2,6.2,6.2,6.5,6.6,3.2,3.2,3.3,6.5,6.6,6.6,6.5,6.2,6.2,6.2,6.3,6.5,6.5,6.6,6.5
MOD15A2H.A2003265.h10v09.006.2020109112925.Lai_500m,MOD15A2H,A2003265,Lat-3.834436Lon-73.31897Samp17Line17,2020109112925,6.2,6.2,F,2.2,1.0,1.0,0.9,F,F,F,F,F,6.5,6.3,6.2,6.2,6.2,6.6,6.2,F,2.1,1.0,1.0,2.0,1.2,1.2,1.0,0.8,6.3,6.3,6.2,6.2,6.2,6.2,6.6,6.2,F,2.1,1.0,6.5,6.5,6.6,1.2,1.0,6.2,6.2,6.2,6.3,6.2,6.2,6.2,6.5,6.2,6.2,2.2,1.0,1.0,1.0,0.8,0.8,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.5,6.2,6.2,3.0,2.8,2.8,1.0,0.8,0.8,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.9,0.9,F,5.8,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,2.5,6.6,6.6,6.6,0.9,0.9,F,5.8,F,5.8,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.5,0.5,0.8,2.6,F,0.7,1.5,5.9,F,F,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.4,0.4,0.8,2.8,F,F,F,6.6,5.9,5.9,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.4,0.4,0.9,2.8,2.7,F,F,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.5,0.9,0.9,0.6,0.9,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.8,1.0,1.0,1.0,1.0,1.0,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.8,0.9,1.0,1.0,1.0,F,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,2.1,1.9,1.9,1.9,F,F,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.9,1.9,1.9,0.8,F,F,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.6,0.6,1.0,1.2,6.6,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.6,6.6,1.2,1.4,1.4,6.5,6.5,6.2,6.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
MOD15A2H.A2003273.h10v09.006.2020109192310.Lai_500m,MOD15A2H,A2003273,Lat-3.834436Lon-73.31897Samp17Line17,2020109192310,4.5,4.6,F,2.0,3.4,2.9,2.0,F,F,F,F,F,6.2,5.3,5.3,5.0,5.2,4.8,4.8,F,3.0,3.4,3.7,1.8,3.7,3.9,3.1,2.4,5.3,6.2,5.3,5.5,5.6,6.5,4.4,4.5,F,3.0,3.5,5.8,5.7,5.8,2.5,1.9,4.8,4.9,5.7,4.4,6.5,6.5,4.4,F,F,5.6,3.5,3.6,4.3,3.8,3.7,2.5,5.7,3.8,3.8,4.4,4.4,5.2,4.5,3.8,4.7,4.4,5.6,2.9,2.9,2.6,2.0,1.6,4.0,4.8,4.8,4.7,4.7,5.3,4.8,4.5,4.5,4.3,4.3,5.5,5.7,3.1,3.0,F,5.9,4.8,4.8,4.9,4.9,4.7,5.0,4.3,F,6.6,2.7,5.9,4.8,5.7,2.9,2.9,F,3.5,F,4.6,4.3,4.6,4.9,4.9,F,F,F,2.7,3.0,2.6,3.2,F,3.1,1.7,3.5,F,F,4.3,4.3,5.3,5.3,4.3,3.7,F,3.7,2.6,2.8,2.6,F,F,F,5.7,5.0,5.4,4.7,4.7,4.8,4.8,4.3,3.7,3.7,3.6,3.4,3.3,2.2,2.8,F,F,5.8,4.5,4.7,4.7,4.7,4.7,4.7,F,F,F,5.3,5.1,3.8,2.0,1.5,3.2,5.7,4.1,4.5,4.5,4.9,4.9,4.9,4.9,F,F,5.5,3.9,3.7,3.0,3.4,2.1,3.0,4.7,4.7,4.7,4.7,4.9,4.9,4.9,4.9,F,F,4.7,3.9,3.4,3.1,3.5,3.3,5.3,4.4,4.4,4.7,4.7,5.1,4.9,4.5,4.5,4.0,4.0,4.0,1.7,2.4,2.4,2.0,F,5.7,5.4,F,F,F,5.1,5.1,4.5,F,F,4.0,4.0,4.1,2.9,2.9,2.0,F,5.9,5.4,5.4,F,5.1,5.8,F,F,F,4.5,6.6,6.6,4.7,5.2,4.0,4.0,1.9,6.6,5.8,4.4,4.4,4.4,5.8,5.8,F,4.5,4.5,6.6,6.6,4.7,6.3,3.6,4.0,3.1,5.4,4.5,4.5,4.4,4.4,5.1,5.6,5.3,4.1,5.1,6.6,6.6
MOD15A2H.A2003281.h10v09.006.2020110020455.Lai_500m,MOD15A2H,A2003281,Lat-3.834436Lon-73.31897Samp17Line17,2020110020455,F,F,F,0.3,0.3,0.3,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.2,0.1,0.2,0.2,0.6,0.5,F,F,F,F,F,F,F,F,F,0.3,0.9,F,F,F,0.8,0.8,F,F,F,F,F,F,F,F,F,F,0.3,1.0,1.0,1.0,0.2,0.8,F,F,F,F,F,F,F,F,F,F,F,0.3,1.1,1.1,1.0,0.2,0.8,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,F,F,F,F,F,F,F,F,F,F,F,0.2,F,F,F,0.8,0.8,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,F,0.5,0.5,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.3,0.3,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,0.2,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2003289.h10v09.006.2020110083049.Lai_500m,MOD15A2H,A2003289,Lat-3.834436Lon-73.31897Samp17Line17,2020110083049,5.6,5.6,F,2.0,F,F,F,F,F,F,F,F,F,F,6.2,F,F,6.2,6.2,F,F,F,F,0.6,F,F,F,0.8,F,F,F,F,6.6,6.6,6.2,6.2,F,0.2,F,F,F,F,F,F,F,F,F,F,F,6.5,6.5,6.5,6.5,6.6,F,F,F,F,F,F,F,F,F,F,F,F,6.6,F,6.5,6.5,F,0.2,F,F,F,F,F,F,F,F,F,F,F,6.5,6.5,6.5,6.5,0.1,F,0.2,0.2,F,F,F,F,F,F,F,F,F,6.6,6.5,0.2,0.1,0.1,0.1,F,F,F,F,F,F,F,F,F,F,F,6.5,F,0.2,0.3,0.3,0.3,F,0.2,0.5,6.2,F,F,6.2,F,F,F,F,F,6.5,F,0.3,0.3,0.3,F,F,F,F,F,6.2,6.2,F,F,F,F,6.6,6.5,F,0.1,0.7,0.7,0.3,F,F,F,F,F,F,F,F,F,6.5,6.6,6.5,F,F,0.1,0.1,0.2,0.2,F,6.5,6.5,F,F,F,F,F,6.5,6.5,6.6,F,F,F,F,0.1,0.1,F,6.6,6.6,F,F,F,F,F,F,F,F,F,F,F,F,0.1,F,F,6.6,6.6,F,F,F,F,F,F,F,F,1.6,F,F,F,F,F,F,6.4,6.4,6.6,6.6,F,F,F,F,F,F,F,F,F,F,F,F,F,6.5,6.5,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,6.6,6.6,F
